title,authors,paper_url,github_url,github_stars,published_date,source_url,source
Task-Level Natural Language Priors as Learning Signals for Low-Resource LLM Training,Jian Gao; Xiao Zhang; Xun Zhu; Miao Li; Ji Wu,http://arxiv.org/abs/2609.02244v1,,,2026-09-02T07:49:56Z,http://arxiv.org/abs/2609.02244v1,arXiv
"Propose to Learn, Learn to Propose: Evaluability-Aware Assistance under Bounded Rationality",Yifan Zhu; Sammie Katt; Samuel Kaski,http://arxiv.org/abs/2609.02242v1,,,2026-09-02T07:48:41Z,http://arxiv.org/abs/2609.02242v1,arXiv
PGPO: Potential-Guided Policy Optimization for Multi-Turn Agentic Tasks,Yuyao Zheng; Haipeng Sun; Junwei Bao; Lemao Liu; Hongfei Jiang; Yang Song; Dejing Dou,http://arxiv.org/abs/2609.02236v1,,,2026-09-02T07:44:16Z,http://arxiv.org/abs/2609.02236v1,arXiv
InfraPatch: Cross-Task Targeted Grayscale Patch Attacks on Infrared-Adapted Vision-Language Models,Chengyin Hu; Dingyi Lu; Jiaju Han; Xiang Chen; Weiwen Shi; Jiahuan Long; Yiwei Wei; Jiujiang Guo,http://arxiv.org/abs/2609.02233v1,,,2026-09-02T07:42:27Z,http://arxiv.org/abs/2609.02233v1,arXiv
PhoenixNest-Video: Evidence-Grounded Multimodal Agent Framework for Automated Video Interview Assessment,Fan Yuxuan; Huang Miaojun; Zhang Haimei; Wu Jingshen; Liu Hao,http://arxiv.org/abs/2609.02231v1,,,2026-09-02T07:40:43Z,http://arxiv.org/abs/2609.02231v1,arXiv
Signal or Noise? Auditing Rotation-Induced Saliency Drift in Medical and Aerial Imaging,Khawaja Murad ul Hassan; Mehran Ebrahimi,http://arxiv.org/abs/2609.02224v1,,,2026-09-02T07:35:39Z,http://arxiv.org/abs/2609.02224v1,arXiv
SkillGLoW: Procedural-Family Skill Consolidation for Self-Improving Agents on Long-Horizon Task Streams,Ao Yan; Xin Zhang; Jiawei Du; Joey Tianyi Zhou,http://arxiv.org/abs/2609.02217v1,,,2026-09-02T07:31:18Z,http://arxiv.org/abs/2609.02217v1,arXiv
PEARL: Path-Entity Aligned Relational Learning with Contextual Subgraphs for Inductive Knowledge Graph Completion,Yunchi Yang; Longlong Li; Cunquan Qu,http://arxiv.org/abs/2609.02216v1,,,2026-09-02T07:29:42Z,http://arxiv.org/abs/2609.02216v1,arXiv
ASCII Attack: Recontextualising Harmful Requests as Artistic Critique in Large Language Models,Da Cheng Gu; Yifei Dong; Xinghao Yang; Yongshun Gong; Wei Liu,http://arxiv.org/abs/2609.02215v1,,,2026-09-02T07:29:31Z,http://arxiv.org/abs/2609.02215v1,arXiv
When Optimization Becomes Manipulation: Defending Generative Search against Malicious Generative Engine Optimization,Haozhang Li; Yangguang Shao; Xinjie Lin; Zhong Guan; Mi Zhou; Junzheng Shi,http://arxiv.org/abs/2609.02964v1,,,2026-09-02T07:13:40Z,http://arxiv.org/abs/2609.02964v1,arXiv
SMart: A Multi-source Multi-phase Time Series Representation Transfer Framework,Fang He; Wang-chien Lee,http://arxiv.org/abs/2609.02203v1,,,2026-09-02T07:12:39Z,http://arxiv.org/abs/2609.02203v1,arXiv
Schrödinger Bridges on Lie Group Manifolds for Probabilistic Intrinsic Generation,Shizhe Zhang; Mingyang Zhao; Lei Ma,http://arxiv.org/abs/2609.02196v1,,,2026-09-02T07:01:21Z,http://arxiv.org/abs/2609.02196v1,arXiv
Examining the Vulnerability of Multi-Agent Medical Systems to Human Interventions for Clinical Reasoning,Benjamin C Liu; Dillon Mehta; Rishi Malhotra; Adam Zobian; Yong Ying Tan; Samir Chopra; Daniella Rand; Natalie Pang; Abhiram Gudimella; Kevin Zhu,http://arxiv.org/abs/2609.02191v1,,,2026-09-02T06:54:44Z,http://arxiv.org/abs/2609.02191v1,arXiv
FUSE: An Evaluating Framework for Dangerous Capabilities of LLMs,Zhengyi Jin; Ru Zhang; Xiao Chen; Xinbo Liu; Jiaxuan Lin; Jia Huang; Jianyi Liu; Zhen Yang,http://arxiv.org/abs/2609.02168v1,,,2026-09-02T06:31:39Z,http://arxiv.org/abs/2609.02168v1,arXiv
GeoSPRINT: Geometric Redundancy-Aware Step Pruning for Inference in Diffusion Trajectories,Arpita Joshi,http://arxiv.org/abs/2609.02160v1,,,2026-09-02T06:22:04Z,http://arxiv.org/abs/2609.02160v1,arXiv
OBJECTION! Lawyer Agents Mitigate Guilty Bias in Legal Judgment Prediction,Jaehoon Jeong; Jay-Yoon Lee,http://arxiv.org/abs/2609.02158v1,,,2026-09-02T06:18:44Z,http://arxiv.org/abs/2609.02158v1,arXiv
Beyond Modality Harmony: Orthogonal Purification and Topology-Guided MoE for Conflict-Aware Multimodal Recommendation,Jialin Liu; Zhaorui Zhang; Ray C. C. Cheung,http://arxiv.org/abs/2609.02152v1,,,2026-09-02T06:06:30Z,http://arxiv.org/abs/2609.02152v1,arXiv
OmegaUse-SOP: SOP Engineering for Professional Computer Use from Human Demonstrations,Yixiong Xiao; Lang An; Hucheng Yang; Pinxue Ma; Yongquan Chen; Jingjia Cao; Yusai Zhao; Ting Wang; Ting Liu; Siqi Bao; Jingbo Zhou; Hua Wu,http://arxiv.org/abs/2609.02149v2,,,2026-09-02T06:03:18Z,http://arxiv.org/abs/2609.02149v2,arXiv
Online Non-Monotone DR-Submodular Maximization Matching the Offline $0.401$ Factor,Vaneet Aggarwal; Yiyang Lu,http://arxiv.org/abs/2609.02145v1,,,2026-09-02T06:00:10Z,http://arxiv.org/abs/2609.02145v1,arXiv
A Power Law in Logarithm's Clothing: On the Scalability of Graph-Based Vector Search,Sajad Faghfoor Maghrebi; Navid Eslami; Niv Dayan,http://arxiv.org/abs/2609.02143v1,,,2026-09-02T05:56:14Z,http://arxiv.org/abs/2609.02143v1,arXiv
EmoStance: Response-Side Affective-Orientation Control for Empathetic Response Generation via Emoji Weak Supervision,Ziyuan Jin; Yuxuan Ge; Zheng Tian,http://arxiv.org/abs/2609.02133v1,,,2026-09-02T05:43:14Z,http://arxiv.org/abs/2609.02133v1,arXiv
C$^{3}$T: Counterfactual Causal Reasoning for Sentiment Shifts in Social-Media Conversation Trees,S M Rafiuddin; Atriya Sen,http://arxiv.org/abs/2609.02131v1,,,2026-09-02T05:40:06Z,http://arxiv.org/abs/2609.02131v1,arXiv
Beyond Context Windows: Persistent Discovery Context for Data-Centric Agents,Jalal Mahmud,http://arxiv.org/abs/2609.02129v1,,,2026-09-02T05:37:09Z,http://arxiv.org/abs/2609.02129v1,arXiv
Semantic Signal-Assisted Inspection and Recovery Allocation in Reverse Logistics,Jiani He; Dingyan Shang; Yihua Xu; Shiqi Huang; Yan Lyu; Jize Li; Shangjing Tang,http://arxiv.org/abs/2609.02116v1,,,2026-09-02T05:10:00Z,http://arxiv.org/abs/2609.02116v1,arXiv
text2ql: Multi-Target Natural Language Querying via a Language-Agnostic Intermediate Representation,Ritesh Kumar,http://arxiv.org/abs/2609.02115v1,,,2026-09-02T05:09:51Z,http://arxiv.org/abs/2609.02115v1,arXiv
The Geometry of Ignorance: LLMs Know When to Temper Bayesian Priors,Toni J. B. Liu; Jiajun Bao; Yizhou Liu; Gurbir Arora; Nicolas Boullé; Raphaël Sarfati; Christopher J. Earls,http://arxiv.org/abs/2609.02959v1,,,2026-09-02T05:05:50Z,http://arxiv.org/abs/2609.02959v1,arXiv
Disease Burden over Skin Tone: Decomposing the Dermatology-AI Generalization Gap,Nirajan Kunwor; Sanjaya Poudel; Quoc-Huy Trinh; Jahidul Arafat; Sunil Kumar Gaire,http://arxiv.org/abs/2609.02111v1,,,2026-09-02T04:55:23Z,http://arxiv.org/abs/2609.02111v1,arXiv
MeanField Surrogate Modeling for Scalable Runtime Scheduling of Concurrent Heterogeneous AI Inference on Shared GPUs,Youssef Ennouri; Soonhoi Ha,http://arxiv.org/abs/2609.02109v1,,,2026-09-02T04:52:22Z,http://arxiv.org/abs/2609.02109v1,arXiv
"Predict, Don't Iterate: Efficient Adaptive-Length Infilling for Diffusion Language Models",Haobo Xu; Sirui Chen; Yuanchen Bei; Lingjie Chen; Yuchen Yan; Dongqi Fu; Jingrui He; Hanghang Tong,http://arxiv.org/abs/2609.02108v1,,,2026-09-02T04:52:01Z,http://arxiv.org/abs/2609.02108v1,arXiv
Git4Data: Database-Native Version Control for AI Agents,Hongshen Gou; Zuyu Zhang; Yuze Sun; Peng Xu; Feng Tian; Long Wang; Jianguo Wang,http://arxiv.org/abs/2609.02106v1,,,2026-09-02T04:50:09Z,http://arxiv.org/abs/2609.02106v1,arXiv
Federated LoRA Adaptation of BiomedCLIP Across Four International Chest X-Ray Cohorts,Sanjaya Poudel; Nirajan Kunwor; Manish Dhakal; Debesh Jha; Sunil Kumar Gaire,http://arxiv.org/abs/2609.02101v1,,,2026-09-02T04:40:05Z,http://arxiv.org/abs/2609.02101v1,arXiv
PrivateHub: Contrastive Diffusion Model for Private Sensor-Intensive Environment Data Generation,Jiechao Gao; Yuandong Pan; Jie Wang; Michael Lepech; Bradford Campbell,http://arxiv.org/abs/2609.02958v1,,,2026-09-02T04:35:32Z,http://arxiv.org/abs/2609.02958v1,arXiv
READY or Not: Reliable Enterprise Agent Deployment,Veronica Chatrath; Bryan Zhu; Jingxuan Fan; George Pu; Soham Dinesh Tiwari; Soham Dan; Ryan Young; Yuan; Li; Yuang Yao; Apaar Shanker; Minglai Yang; Daniel Yue Zhang; Yunzhong He; Ying Liu; Chenguang Wang; Zhijun Yin; Yuan Xue,http://arxiv.org/abs/2609.02095v1,,,2026-09-02T04:34:48Z,http://arxiv.org/abs/2609.02095v1,arXiv
MASkills: Continual Skills Optimization for Multi-Agent LLM Systems,Huaiyuan Yao; Xiaoou Liu; Charles Fleming; Tianlong Chen; Hua Wei,http://arxiv.org/abs/2609.02094v1,,,2026-09-02T04:34:17Z,http://arxiv.org/abs/2609.02094v1,arXiv
Beyond Outcome Gaps: Process-Aware Fairness Diagnosis for LLM-based Multi-Agent Decision Systems,Yiran Zhao; Lu Zhou; Liming Fang; Yufei Chen; Jiafei Wu; Zhe Liu; Xiaogang Xu,http://arxiv.org/abs/2609.02092v1,,,2026-09-02T04:32:41Z,http://arxiv.org/abs/2609.02092v1,arXiv
Transfer Safety Awareness for Cross-Modal Safety Drift in Multimodal Large Language Models,Tianqi Xiao; Shiyao Cui; Minghao Zhang; Junxiao Yang; Renmiao Chen,http://arxiv.org/abs/2609.02082v2,,,2026-09-02T04:12:35Z,http://arxiv.org/abs/2609.02082v2,arXiv
CHIME: Credit-Aware Hierarchical Memory Evolution for Long-Horizon Agentic Planning,Yongshi Ye; Tian Lan; Feihu Jiang; Muyang Ye; Bin Zhu; Qianghuai Jia; Longyue Wang; Zhao Xu; Weihua Luo; Xiaodong Shi,http://arxiv.org/abs/2609.02074v1,,,2026-09-02T03:59:21Z,http://arxiv.org/abs/2609.02074v1,arXiv
ToolGate: An Executable Acceptance Pipeline for Tool-Dependent Scientific Benchmark Construction,Ke Zhang; Yankang Liu; Roya Zandi; Maziar Raissi,http://arxiv.org/abs/2609.02067v1,,,2026-09-02T03:49:37Z,http://arxiv.org/abs/2609.02067v1,arXiv
MineTRACE: An Evidence-Grounded Interactive Reasoning System for Mineral Prospectivity,Yiran Zhang; Jinwen Liu; Daniel Su; Yisu Chen; Qiang Sun; Chris Gonzalez; Eun-Jung Holden; Marco Fiorentini; Wei Liu; Yihao Ding,http://arxiv.org/abs/2609.02060v1,,,2026-09-02T03:35:40Z,http://arxiv.org/abs/2609.02060v1,arXiv
DocHop: Benchmarking Out-of-domain Multi-hop Reasoning in Information-Dense Documents,Zhuoran Yu; Le Thien Phuc Nguyen; Jaden Park; Xinyi Gu; Zexue He; Soochahn Lee; Rogerio Feris; Yong Jae Lee,http://arxiv.org/abs/2609.02059v1,,,2026-09-02T03:35:12Z,http://arxiv.org/abs/2609.02059v1,arXiv
Monitoring Web Agents Without Internal Signals: Observable Trajectories and Key-Step Supervision,Sitong Pan; Yipeng Shen; Yilin Lu; Caiwen Ding; Lu Cheng; Qianwen Wang,http://arxiv.org/abs/2609.02057v1,,,2026-09-02T03:34:47Z,http://arxiv.org/abs/2609.02057v1,arXiv
"Modeling What Changes: Sparse, Residual World Models for Object-Centric Manipulation",Param Thakkar; Parsika Paresh Shah; Manisha Sushant Gote,http://arxiv.org/abs/2609.02046v1,,,2026-09-02T03:20:09Z,http://arxiv.org/abs/2609.02046v1,arXiv
HeadWiseKV: Budgeted Per-Head Cache Residency for Hybrid Long-Context Language Models,Renjie Xie; Juncheng Yang; Aoting Hu; Mingxi Zhang; Liyao Wu; Zheheng Hong; Wei Xu,http://arxiv.org/abs/2609.02029v1,,,2026-09-02T02:59:11Z,http://arxiv.org/abs/2609.02029v1,arXiv
Seed-Anchored Budget-Bounded Graph Rendering for Question Answering on Industry-Standard Power-Grid Information and Exchange Models,Jayakumar Manoharan; Yamini Sehgal,http://arxiv.org/abs/2609.02011v1,,,2026-09-02T02:39:05Z,http://arxiv.org/abs/2609.02011v1,arXiv
InstEditSeg: Instruction-Driven Image Editing for Polyp and Skin Lesion Segmentation,Ziquan Liu; Zhewei Zhu; Xuyang Shi,http://arxiv.org/abs/2609.02004v1,,,2026-09-02T02:28:29Z,http://arxiv.org/abs/2609.02004v1,arXiv
InsightSeg: Reusing Correction Insights for Guideline-Consistent Segmentation,Vanshika Vats; Ashwani Rathee; James Davis,http://arxiv.org/abs/2609.02002v1,,,2026-09-02T02:22:35Z,http://arxiv.org/abs/2609.02002v1,arXiv
ClaimReceipt: Verifying Evidence Sufficiency and Coverage in Agent Evaluations,Peiying Zhu; Sidi Chang,http://arxiv.org/abs/2609.01992v1,,,2026-09-02T02:00:02Z,http://arxiv.org/abs/2609.01992v1,arXiv
"When Agents Implement Systems: A Case Study in Defects, Detection, and Evaluation Rigor",Phanindra Reddy Madduru,http://arxiv.org/abs/2609.01985v1,,,2026-09-02T01:43:09Z,http://arxiv.org/abs/2609.01985v1,arXiv
Benchmarking Language Models for Statistical Problem Formulation,Chen Wang; Junzhe Zhao; Xin Cong; Wanlu Deng; Ke Deng,http://arxiv.org/abs/2609.01982v1,,,2026-09-02T01:37:17Z,http://arxiv.org/abs/2609.01982v1,arXiv
Knowing Is Not Enough: Information Retrievability as a Precondition to Effective LLM Oversight,Xinyu Fu; Narayan Ramasubbu; Dennis Galletta,http://arxiv.org/abs/2609.01976v1,,,2026-09-02T01:25:47Z,http://arxiv.org/abs/2609.01976v1,arXiv
"Post-Training Ternarization of Qwen3-4B Capability, Effective Bit Budget, Storage Compression, and Deployment",Anirudh Malik; M Sparsh Mehra; Poojith Devan,http://arxiv.org/abs/2609.01962v1,,,2026-09-02T00:42:54Z,http://arxiv.org/abs/2609.01962v1,arXiv
Convergence Theory of Knowledge Distillation in Asynchronous P2P Gossip Learning Network,Lucas Qingyang Fang; Tiyao Liu; Jinhao Jing; Zeji Li; Kaijie Chen; Harikrishna Kuttivelil; Katia Obraczka,http://arxiv.org/abs/2609.01952v1,,,2026-09-01T23:52:01Z,http://arxiv.org/abs/2609.01952v1,arXiv
On-Policy Distillation Meets Off-Policy GRPO: Training Compact Instruction-Following Rerankers,Vignesh Prabhakar; Jialing Pan; Anil Babu Ankisettipalli,http://arxiv.org/abs/2609.01947v1,,,2026-09-01T23:36:19Z,http://arxiv.org/abs/2609.01947v1,arXiv
Sparse Readout Prism: Explaining Logit-Lens Scores in Features Instead of Tokens,Matteo He; William F. Shen; Xinchi Qiu; Nicholas D. Lane,http://arxiv.org/abs/2609.01936v1,,,2026-09-01T23:01:56Z,http://arxiv.org/abs/2609.01936v1,arXiv
Looped Transformers under the Jacobian Lens: Does the Global Workspace Survive Recurrence?,Wenlong Wang; Fergal Reid,http://arxiv.org/abs/2609.01924v1,,,2026-09-01T22:47:16Z,http://arxiv.org/abs/2609.01924v1,arXiv
The Ceiling Is in the Channel: Auditing Learner Gaps and Measurement Frontiers in Clinical Prediction,Sayeed Shafayet Chowdhury; Nusrat Jahan; Snehasis Mukhopadhyay; Shiaofen Fang; Vijay R. Ramakrishnan,http://arxiv.org/abs/2609.01909v1,,,2026-09-01T22:15:49Z,http://arxiv.org/abs/2609.01909v1,arXiv
"Accurate in space, unreliable in time: how LLMs represent national cultural change",Yalda Daryani; Miranda Bogen; Madeleine I. G. Daepp,http://arxiv.org/abs/2609.01902v1,,,2026-09-01T22:03:06Z,http://arxiv.org/abs/2609.01902v1,arXiv
OutageDiT: A Generative Foundation Model for Power Outage Forecasting and Scenario Simulation,Yunqin Zhu; Feng Qiu; Yao Xie,http://arxiv.org/abs/2609.01896v1,,,2026-09-01T21:54:17Z,http://arxiv.org/abs/2609.01896v1,arXiv
Epistemic Sybil Resistance: Multiplying AI Agents Without Multiplying Evidence,Marc Bara,http://arxiv.org/abs/2609.01873v1,,,2026-09-01T21:11:27Z,http://arxiv.org/abs/2609.01873v1,arXiv
Privacy-Preserving Heterogeneous Multi-LLM Federated Inference for Cognitive Diagnosis,Yagna Manasa Boyapati; Chong Yu; Tianyu Jiang; Justin Zhan,http://arxiv.org/abs/2609.02947v1,,,2026-09-01T21:07:56Z,http://arxiv.org/abs/2609.02947v1,arXiv
Thinking effort aligns between humans and reasoning models in abductive reasoning,Henry Arthur,http://arxiv.org/abs/2609.01867v1,,,2026-09-01T21:02:18Z,http://arxiv.org/abs/2609.01867v1,arXiv
ExecRetrieval: Measuring the Functional-Correctness Gap in Code-Embedding Retrieval,Aaryan Kapoor; Md Abdullah Al Hafiz Khan,http://arxiv.org/abs/2609.01865v1,,,2026-09-01T20:55:17Z,http://arxiv.org/abs/2609.01865v1,arXiv
Belief-Calibrated Optimization: An Explicit World Model for Agentic Optimization,Yuhan Chen; Zhihua Tian; Mahavir Dabas; Charith Peris; Rahul Gupta; Ming Jin; Feiyang Kang; Siyuan Zhang; Nan Wang; Ruoxi Jia,http://arxiv.org/abs/2609.01861v1,,,2026-09-01T20:47:04Z,http://arxiv.org/abs/2609.01861v1,arXiv
The Memory Trust Gap: Capability-Dependent Failures in Persistent-Memory Agents,Jundong Hu; Shekar Ramachandran,http://arxiv.org/abs/2609.01852v1,,,2026-09-01T20:35:00Z,http://arxiv.org/abs/2609.01852v1,arXiv
SSAKG 2.0: An Open-Source Package for Structural Associative Sequence Memory and Context-Based Retrieval,Przemysław Stokłosa; Janusz A. Starzyk; Paweł Raif,http://arxiv.org/abs/2609.01849v1,,,2026-09-01T20:31:56Z,http://arxiv.org/abs/2609.01849v1,arXiv
Import What You Need: Learning When and How to Augment EHR Graphs with External Knowledge,Chen Chen; Mohsen Nayebi Kerdabadi; Dongjie Wang; Mei Liu; Zijun Yao,http://arxiv.org/abs/2609.01839v1,,,2026-09-01T20:16:55Z,http://arxiv.org/abs/2609.01839v1,arXiv
Agent Memory Is a Surface for Endogenous Authorization Laundering,Tommaso Cerruti; Mika Okamoto; Ansel Kaplan Erol,http://arxiv.org/abs/2609.01836v1,,,2026-09-01T20:12:08Z,http://arxiv.org/abs/2609.01836v1,arXiv
Architecting Conversational Data Systems for Stateless LLM APIs: The Hydration Proxy Pattern,Joseph Axisa,http://arxiv.org/abs/2609.01834v1,,,2026-09-01T20:08:04Z,http://arxiv.org/abs/2609.01834v1,arXiv
Interpretable Symptom Vectors for Depression in a Large Language Model,Fangyi Zhu; Ajay Subramanian; Allison Constant; Camille Wang; Ravish Gupta; Corey J. Keller,http://arxiv.org/abs/2609.01832v1,,,2026-09-01T20:07:03Z,http://arxiv.org/abs/2609.01832v1,arXiv
"Zeta-Lite: A Concurrent, Branchable In-Browser SQL Database for Agentic Memory",Gene Zhang,http://arxiv.org/abs/2609.01818v1,,,2026-09-01T19:47:01Z,http://arxiv.org/abs/2609.01818v1,arXiv
Induction and Inquiry via Probabilistic Reasoning over Language and Code,Wasu Top Piriyakulkij; Sam Acquaviva; Cassidy Langenfeld; Joshua Tenenbaum; Kevin Ellis,http://arxiv.org/abs/2609.01815v1,,,2026-09-01T19:44:18Z,http://arxiv.org/abs/2609.01815v1,arXiv
"When Does Information Sharing Improve Decentralized Discovery? Aggregation, Independent Rescue, and Equilibrium Selection",Yohei Nakajima,http://arxiv.org/abs/2609.01814v1,,,2026-09-01T19:41:30Z,http://arxiv.org/abs/2609.01814v1,arXiv
hLLM: Single Pass Decoding for Generative Reranking,Emil Laftchiev; Prachi Agrawal; Moe Kayali; Bixing Yan; Qi Xu; Zijie Lei; Chen Qiu; Zhi Hua; Ke Li; Luke Simon,http://arxiv.org/abs/2609.01807v1,,,2026-09-01T19:30:04Z,http://arxiv.org/abs/2609.01807v1,arXiv
VakyArth: Evaluating Pragmatic Competence in LLMs across Indic Languages,Usneek Singh; Poorvaja Veera Balaji Kumar; Parth Nanda; Anand Madhusoodanan; Geyang Guo; Wei Xu; Junyi Jessy L,http://arxiv.org/abs/2609.01788v1,,,2026-09-01T19:00:32Z,http://arxiv.org/abs/2609.01788v1,arXiv
Agents That Model Agents: Five Principles Toward a Theory of Mind for 6G Networks,Hatim Chergui; Carolina Fernández-Martínez; Mehdi Bennis; Merouane Debbah,http://arxiv.org/abs/2609.01779v1,,,2026-09-01T18:49:44Z,http://arxiv.org/abs/2609.01779v1,arXiv
Dictionary-Guided Mutation Operators for Automated HDL Repair,Maisha Mastora; Dean Sullivan,http://arxiv.org/abs/2609.01775v1,,,2026-09-01T18:43:53Z,http://arxiv.org/abs/2609.01775v1,arXiv
Swin Meets EfficientNet: Lightweight Architectures for GAN-Based Face Forensics,Sejuti Basu; Ashima Sood; Vijay Kumar; Sahil Sharma,http://arxiv.org/abs/2609.01749v1,,,2026-09-01T18:19:32Z,http://arxiv.org/abs/2609.01749v1,arXiv
When Can a Machine Trust a Statute? A Survival Certificate for Machine-Extracted Legal Logic,Surya Saka,http://arxiv.org/abs/2609.01741v1,,,2026-09-01T18:08:01Z,http://arxiv.org/abs/2609.01741v1,arXiv
Harness Engineering in LLM Tool Use via Agent-Native Reusable Tool Primitives,Haibo Jin; Suijin Wang; Xucheng Yu; Haojing Luo; Haohan Wang,http://arxiv.org/abs/2609.01736v1,,,2026-09-01T18:07:09Z,http://arxiv.org/abs/2609.01736v1,arXiv
HEAT: Faster Fully Homomorphic Inference via Approximations-Weights Co-Adaptation,Alessandro Zirilli; Davide Marincione; Evgenios M. Kornaropoulos; Giuseppe Ateniese; Emanuele Rodolà,http://arxiv.org/abs/2609.01730v1,,,2026-09-01T18:02:02Z,http://arxiv.org/abs/2609.01730v1,arXiv
RecKAN: Kolmogorov-Arnold Networks with a Learnable Recursive Polynomial Basis,Amirhosein Azarpour,http://arxiv.org/abs/2609.01729v1,,,2026-09-01T18:01:32Z,http://arxiv.org/abs/2609.01729v1,arXiv
Efficient SWE Agent Benchmarking via Trajectory-Aware Evaluation,Kefeng Duan; Dewu Zheng; Yanlin Wang; Xiwen Wang; Ensheng Shi; Xilin Liu; Yuchi Ma; Jiachi Chen; Mingwei Liu; Zibin Zheng,http://arxiv.org/abs/2609.01603v1,,,2026-09-01T17:59:46Z,http://arxiv.org/abs/2609.01603v1,arXiv
Adaptive Critical Token-Aware Retrieval for Repository-Level Code Generation,Kefeng Duan; Dewu Zheng; Yanlin Wang; Terry Yue Zhuo; Mingwei Liu; Jianxing Yu; Jiachi Chen; Ensheng Shi; Xilin Liu; Yuchi Ma; Zibin Zheng,http://arxiv.org/abs/2609.01601v1,,,2026-09-01T17:59:39Z,http://arxiv.org/abs/2609.01601v1,arXiv
CordisBench: Can Language Models Reason About Component Lifecycles in Dynamic Agent Harnesses?,Damien Sileo; Dimitri Kachler,http://arxiv.org/abs/2609.01600v1,,,2026-09-01T17:59:13Z,http://arxiv.org/abs/2609.01600v1,arXiv
The Rise of Verbal Reinforcement Learning,Kshitij Tayal; Arun Sharma; Genta Indra Winata; Anirban Das; Sambit Sahu,http://arxiv.org/abs/2609.01597v1,,,2026-09-01T17:58:18Z,http://arxiv.org/abs/2609.01597v1,arXiv
Mechanism Design for Alignment and Control,Dirk Bergemann; Andrew Koh; Stephen Morris,http://arxiv.org/abs/2609.01595v1,,,2026-09-01T17:57:50Z,http://arxiv.org/abs/2609.01595v1,arXiv
Designing Proactive Thought Partners for Writing,Chao Zhang; Abe Davis; Chih-Wei Chen; Chin-Chia Hsu,http://arxiv.org/abs/2609.01588v1,,,2026-09-01T17:54:32Z,http://arxiv.org/abs/2609.01588v1,arXiv
Scaling Near-Optimal SFT-RL Annotation Budget Allocation from Small to Large LLMs,Jingtan Wang; Arun Verma; Xiaoqiang Lin; Zhengyuan Liu; Nancy F. Chen; Daniela Rus; Bryan Kian Hsiang Low,http://arxiv.org/abs/2609.01573v1,,,2026-09-01T17:39:55Z,http://arxiv.org/abs/2609.01573v1,arXiv
Selective Agent Guidance via Entropy: Learning Autonomous Policies from Imperfect VLM Teachers,Giovanni Bonetta; Matteo Merler; Davide Zago; Rossella Cancelliere; Bernardo Magnini,http://arxiv.org/abs/2609.01567v2,,,2026-09-01T17:33:41Z,http://arxiv.org/abs/2609.01567v2,arXiv
From Confusion to Clarity: Confusion-Aware Retrieval and Knowledge Injection for Text Classification,Manish Gupta; Chaitanya Giri; Jayasimha Talur,http://arxiv.org/abs/2609.01564v1,,,2026-09-01T17:31:02Z,http://arxiv.org/abs/2609.01564v1,arXiv
H3-World: Turning Language Understanding into World Control,Danze Chen; Zeqing Wang; Ziyue Lin; Xingyi Yang; Yeying Jin,http://arxiv.org/abs/2609.01560v1,,,2026-09-01T17:21:40Z,http://arxiv.org/abs/2609.01560v1,arXiv
"Retrieved but not ranked: surface-form bias in structural retrieval, from mathematics to agent trajectories",Nabira Rashid; Manolis Kellis,http://arxiv.org/abs/2609.01556v1,,,2026-09-01T17:19:57Z,http://arxiv.org/abs/2609.01556v1,arXiv
BS: Take the Hint - Interactive Multitracer PET/CT Lesion Segmentation with a Scribble-Conditioned ResEnc U-Net,Marven Sherif; Amgad Elmasry; Youssef Ghazal; Ayman Elghotni,http://arxiv.org/abs/2609.01554v1,,,2026-09-01T17:19:34Z,http://arxiv.org/abs/2609.01554v1,arXiv
Can LLMs Discover Scientific Laws in Real and Parallel Worlds?,Yiming Huang; Ziche Liu; Zhuohang Wu; Yiqian Wang; Junxia Cui; Xinkai Zou; Linjun Mao; Nan Huang; Naicheng Yu; Kaijie Zhu; Yue Ma; Kun Zhou; Letian Peng; Jingbo Shang,http://arxiv.org/abs/2609.01552v1,,,2026-09-01T17:17:59Z,http://arxiv.org/abs/2609.01552v1,arXiv
A Mathematical Theory of Reusable Neural Bases for Network Compression,Binshuai Wang; Peng Wei,http://arxiv.org/abs/2609.01550v2,,,2026-09-01T17:16:21Z,http://arxiv.org/abs/2609.01550v2,arXiv
Can LLMs Design Video Coding Tools? A Case Study on Planar Mode,Yingwen Zhang; Meng Wang; Liqiang He; Shiqi Wang,http://arxiv.org/abs/2609.01535v1,,,2026-09-01T17:04:47Z,http://arxiv.org/abs/2609.01535v1,arXiv
EvoSCM: Scientific Belief Revision Through Causal Model Evolution and Experimentation,Qing Zhao; Haowei Li; Weijian Deng; Pengxu Wei; Liang Lin,http://arxiv.org/abs/2609.01526v1,,,2026-09-01T16:55:56Z,http://arxiv.org/abs/2609.01526v1,arXiv
"Relational-Core Graph Analytics Querying graphs at SQL scale, and why the node/edge model is a performance tax, not a truer picture of connected data",Gene Zhang,http://arxiv.org/abs/2609.01525v1,,,2026-09-01T16:55:11Z,http://arxiv.org/abs/2609.01525v1,arXiv
When Guardrails Look Effective: Construct Validity Failures in LLM Agent Commerce Evaluation,Peiying Zhu; Sidi Chang,http://arxiv.org/abs/2609.01519v1,,,2026-09-01T16:48:13Z,http://arxiv.org/abs/2609.01519v1,arXiv
